No,"Age, sec","Temp, °C","pH, -","pO?, %","O?, %","CO?, %",OD
480,94170,23.4,9.00975,170.5847826,21.01,0.68,0.629390244
481,94230,23.4,9.0105,170.3389189,21.01666667,0.68,0.631289474
482,94290,23.405,9.0104,170.1112821,21.02,0.686666667,0.631906977
483,94350,23.40333333,9.01075,170.2947619,21.02,0.686666667,0.629125
484,94410,23.40428571,9.011,170.8152632,21.02,0.69,0.629040816
485,94470,23.405,9.011,170.4359091,21.02,0.69,0.632369565
486,94530,23.405,9.011666667,170.1704545,21.02,0.69,0.632139535
487,94590,23.40545455,9.012,170.6430435,21.01333333,0.69,0.633227273
488,94650,23.405,9.0124,170.7756863,21.015,0.69,0.634941176
489,94710,23.41,9.01275,170.51525,21.015,0.683333333,0.63504
490,94770,23.406,9.013,170.3158537,21.015,0.6825,0.637769231
491,94830,23.41,9.013555556,170.5564286,21.01,0.68,0.634296296
492,94890,23.40666667,9.014,170.4902083,21.01,0.68,0.634355556
493,94950,23.41,9.014,170.6155,21.01,0.675,0.634836735
494,95010,23.414,9.0145,170.217619,21.00571429,0.6725,0.637176471
495,95070,23.41,9.014666667,170.218,21.00666667,0.67,0.637961538
496,95130,23.41,9.015,170.5095652,21.006,0.67,0.639490196
497,95190,23.41,9.015666667,170.514,21.01,0.67,0.633510638
498,95250,23.4125,9.016,170.0723913,21.01,0.67,0.630083333
499,95310,23.41428571,9.016571429,169.9221951,21.01,0.67,0.628487179
500,95370,23.41,9.017,170.0082051,21.015,0.675,0.628777778
501,95430,23.41545455,9.017,169.955,21.02,0.675,0.630560976
502,95490,23.41777778,9.0174,169.3191111,21.025,0.68,0.631117647
503,95550,23.42,9.0176,169.5497297,21.03,0.68,0.6305
504,95610,23.41454545,9.018,170.17875,21.03,0.685,0.631170213
505,95670,23.41555556,9.0185,170.0918421,21.02333333,0.686666667,0.63188
506,95730,23.41466667,9.018666667,169.5068889,21.02,0.686,0.632288889
507,95790,23.415,9.0245,166.2352174,20.93647059,0.645,0.741714286
508,95850,23.414,9.0335,138.1423636,20.805,0.555,0.677058824
509,95910,23.41333333,9.0375,126.2895833,20.765,0.52,0.672647059
510,95970,23.414,9.0395,122.9895556,20.695,0.56,0.671942308
511,96030,23.415,9.041,120.3119643,20.615,0.593333333,0.672037037
512,96090,23.415,9.043,117.5243137,20.595,0.603333333,0.670307692
513,96150,23.41571429,9.045333333,116.2758537,20.6,0.61,0.671603774
514,96210,23.415,9.047,115.225,20.606,0.61,0.665607143
515,96270,23.41454545,9.0486,114.1106122,20.61,0.61,0.674346154
516,96330,23.415,9.05,113.2148718,20.61,0.613333333,0.668846154
517,96390,23.4125,9.052333333,112.3378049,20.61,0.614,0.668854545
518,96450,23.41,9.0542,111.3542222,20.61,0.61,0.673553571
519,96510,23.41,9.056333333,110.6254545,20.61,0.6075,0.666981132
520,96570,23.41,9.0575,109.8876923,20.61,0.605,0.668777778
521,96630,23.41,9.0596,109.535,20.61,0.606666667,0.66572549
522,96690,23.41,9.061333333,109.2652,20.6175,0.6,0.67137037
523,96750,23.415,9.063,108.8612821,20.61666667,0.6,0.672115385
524,96810,23.41428571,9.064333333,108.6059375,20.615,0.6,0.673054545
525,96870,23.4125,9.066,108.1947368,20.62,0.595,0.670423077
526,96930,23.41571429,9.067333333,107.7583333,20.62,0.59,0.668872727
527,96990,23.41461538,9.0685,107.7893103,20.62,0.59,0.671226415
528,97050,23.415,9.07,107.5948485,20.62,0.59,0.671377358
529,97110,23.40666667,9.071666667,107.2712903,20.62,0.585,0.670581818
530,97170,23.41,9.073333333,107.3223529,20.62,0.58,0.670925926
531,97230,23.4075,9.0755,106.9828571,20.62,0.58,0.675115385
532,97290,23.41,9.0775,106.8292683,20.62,0.576666667,0.673109091
533,97350,23.41,9.079,106.68975,20.62,0.57,0.67
534,97410,23.406,9.080222222,106.465,20.62,0.57,0.6665
535,97470,23.40666667,9.082333333,106.4751282,20.62,0.565,0.671563636
536,97530,23.41,9.084,106.2886207,20.62,0.57,0.668740741
537,97590,23.41,9.085166667,106.18575,20.62,0.566666667,0.672584906
538,97650,23.40666667,9.0875,106.3538095,20.62,0.565,0.669980392
539,97710,23.41,9.088,106.2996296,20.62,0.564,0.674480769
540,97770,23.41,9.0895,106.0391429,20.62,0.56,0.671796296
541,97830,23.40666667,9.0914,106.0197561,20.62,0.556666667,0.670574074
542,97890,23.41,9.093,105.9588,20.62,0.555,0.671709091
543,97950,23.415,9.0945,105.7315,20.62333333,0.55,0.66456
544,98010,23.41,9.0955,105.8091429,20.635,0.55,0.667566038
545,98070,23.41,9.097,105.8416216,20.64666667,0.55,0.669849057
546,98130,23.41,9.0985,105.7278788,20.65,0.5475,0.673358491
547,98190,23.41,9.0995,105.7416667,20.65,0.54,0.672404255
548,98250,23.40666667,9.100666667,105.9311429,20.645,0.54,0.671392157
549,98310,23.40666667,9.102333333,105.8009091,20.64,0.54,0.67087037
550,98370,23.405,9.1035,105.6235,20.64,0.536666667,0.674923077
551,98430,23.40666667,9.1045,105.6905714,20.64,0.535,0.66772
552,98490,23.41,9.1055,105.6273684,20.64,0.535,0.67
553,98550,23.41,9.107,105.4629032,20.64,0.53,0.669958333
554,98610,23.41,9.109,105.5677778,20.64,0.533333333,0.66972549
555,98670,23.41,9.110714286,105.43575,20.64,0.53,0.669229167
556,98730,23.41428571,9.112,105.406129,20.64,0.53,0.667666667
557,98790,23.41,9.113333333,105.4828889,20.64,0.525,0.672862745
558,98850,23.40666667,9.114666667,105.6491176,20.63666667,0.523333333,0.67045098
559,98910,23.414,9.116,105.5341667,20.634,0.52,0.67208
560,98970,23.415,9.1175,105.8545,20.63,0.52,0.669943396
561,99030,23.41555556,9.1185,105.5407895,20.63,0.52,0.670423077
562,99090,23.41529412,9.119833333,105.3713889,20.63,0.52,0.674272727
563,99150,23.415,9.1215,105.6211111,20.63,0.515,0.668527273
564,99210,23.41444444,9.12275,105.5806061,20.63,0.5125,0.671388889
565,99270,23.415,9.12425,105.2206452,20.63,0.513333333,0.669981481
566,99330,23.416,9.125333333,105.3188462,20.63,0.51,0.669981818
567,99390,23.41454545,9.126666667,105.3329032,20.63,0.51,0.672115385
568,99450,23.415,9.1284,105.2892593,20.63,0.51,0.669490566
569,99510,23.41333333,9.129666667,105.4075758,20.63,0.506666667,0.674235294
570,99570,23.41533333,9.131333333,105.3921212,20.63,0.5,0.672153846
571,99630,23.415,9.1325,105.3269048,20.63,0.5,0.674351852
572,99690,23.41461538,9.1335,105.3766667,20.63,0.5,0.669622642
573,99750,23.41333333,9.134666667,105.4345714,20.63,0.5,0.669927273
574,99810,23.415,9.135666667,105.45,20.63,0.5,0.670576923
575,99870,23.41538462,9.136666667,105.5437931,20.63,0.493333333,0.670365385
576,99930,23.415,9.138,105.3326471,20.63,0.49,0.673745455
577,99990,23.41666667,9.1394,105.1333333,20.63,0.49,0.67016
578,100050,23.41545455,9.1406,105.1031429,20.63,0.49,0.667127273
579,100110,23.415,9.1415,105.2766667,20.63,0.486666667,0.669148936
580,100170,23.415,9.1432,105.4338889,20.63,0.486,0.672980769
581,100230,23.41666667,9.1445,105.2473333,20.63,0.4875,0.670345455
582,100290,23.4175,9.1455,105.2070588,20.63,0.485,0.669538462
583,100350,23.42,9.146666667,105.3234375,20.63,0.48,0.66808
584,100410,23.41666667,9.148333333,105.19425,20.63,0.48,0.671685185
585,100470,23.415,9.1495,105.2673529,20.64333333,0.48,0.670296296
586,100530,23.42454545,9.1505,105.1463158,20.65,0.48,0.668763636
587,100590,23.42,9.1519,105.1567742,20.65,0.48,0.670625
588,100650,23.41545455,9.1532,105.0848387,20.65,0.474,0.670388889
589,100710,23.415,9.1545,105.3324324,20.65,0.4725,0.670384615
590,100770,23.42,9.156,105.6252778,20.65,0.47,0.671641509
591,100830,23.416,9.15675,105.7624138,20.65,0.47,0.671418182
592,100890,23.416,9.158,105.5387179,20.64555556,0.47,0.67482
593,100950,23.42,9.1595,105.410625,20.645,0.47,0.666945455
594,101010,23.425,9.1605,105.4326471,20.644,0.47,0.668145455
595,101070,23.42333333,9.161666667,105.4185714,20.64333333,0.47,0.672019608
596,101130,23.41666667,9.16275,105.4790323,20.64,0.46,0.672672727
597,101190,23.41666667,9.163857143,105.242963,20.64,0.46,0.670716981
598,101250,23.42,9.164666667,105.236875,20.64,0.46,0.669301887
599,101310,23.42444444,9.1664,105.2697143,20.64666667,0.46,0.669745455
600,101370,23.425,9.167333333,105.2941667,20.64,0.46,0.670555556
601,101430,23.42,9.168,105.2248276,20.64,0.46,0.6716
602,101490,23.424,9.169,105.333125,20.64,0.455,0.675777778
603,101550,23.42444444,9.169666667,105.3002564,20.64,0.45,0.667886792
604,101610,23.42333333,9.171333333,105.1330556,20.64,0.455,0.670352941
605,101670,23.42333333,9.17175,105.2721622,20.64,0.453333333,0.666888889
606,101730,23.425,9.1734,105.4194118,20.64,0.45,0.669666667
607,101790,23.42538462,9.174,105.2597297,20.64,0.45,0.666961538
608,101850,23.425,9.176,105.0220513,20.64,0.45,0.670407407
609,101910,23.425,9.176666667,105.005,20.64,0.45,0.670442308
610,101970,23.426,9.1775,105.0358824,20.64,0.45,0.668075472
611,102030,23.425,9.178857143,105.0660976,20.64,0.45,0.671436364
612,102090,23.42666667,9.18,105.3034286,20.64,0.445,0.673592593
613,102150,23.42666667,9.181,105.2,20.64,0.44,0.668512195
